Horizonte,Corte,Dataset,Modelo,Variable,Importancia_MAE,Posición,Aparece_top_5
30,Corte 2,Operativo,Random Forest A,Dig1-pH,0.514382003495274,1,1
30,Corte 2,Operativo,Random Forest A,BOD-influent_mgL,0.27520520016032607,2,1
30,Corte 2,Operativo,Random Forest A,V-HSW_gal,0.1538803001763654,3,1
30,Corte 2,Operativo,Random Forest A,Dig2-pH,0.05643722879589745,4,1
30,Corte 2,Operativo,Random Forest A,V-PS_gal,0.0387645633354353,5,1
30,Corte 2,Operativo,Random Forest A,Q-influent_MGD,0.019812320218051127,6,0
30,Corte 2,Operativo,Random Forest A,SRT,0.002415148148149626,7,0
30,Corte 2,Operativo,Random Forest A,Dig2-T_degF,-0.04636695449734703,8,0
30,Corte 2,Operativo,Random Forest A,Biogas_desv_3d,-0.05665404813457968,9,0
30,Corte 2,Operativo,Random Forest A,Dig1-T_degF,-0.058173631425366065,10,0
30,Corte 2,Operativo,Random Forest A,Biogas_lag_2,-0.06838123386243353,11,0
30,Corte 2,Operativo,Random Forest A,Biogas_lag_1,-0.09604638871252291,12,0
30,Corte 2,Operativo,Random Forest A,TWAS-VS_percent,-0.22187256244989584,13,0
30,Corte 2,Operativo,Random Forest A,Biogas_media_3d,-0.2328019511303495,14,0
30,Corte 2,Operativo,Random Forest A,Biogas_lag_3,-0.31079988895302224,15,0
30,Corte 2,Operativo,Random Forest A,Biogas_actual,-0.3176066008337415,16,0
30,Corte 2,Operativo,Random Forest A,Biogas_lag_7,-0.3637456204585575,17,0
30,Corte 2,Operativo,Random Forest A,Biogas_media_7d,-0.38953125271765005,18,0
30,Corte 2,Operativo,Random Forest A,Biogas_desv_7d,-0.42789249575116345,19,0
30,Corte 2,Operativo,Random Forest A,V-TWAS_gal,-1.934874880230879,20,0
30,Corte 3,Operativo,Random Forest A,Q-influent_MGD,0.730089844314417,1,1
30,Corte 3,Operativo,Random Forest A,Dig1-pH,0.5450833454482058,2,1
30,Corte 3,Operativo,Random Forest A,BOD-influent_mgL,0.268607098488814,3,1
30,Corte 3,Operativo,Random Forest A,Biogas_lag_2,0.2571525695257158,4,1
30,Corte 3,Operativo,Random Forest A,SRT,0.18564379918494184,5,1
30,Corte 3,Operativo,Random Forest A,Biogas_media_3d,0.16125896493982025,6,0
30,Corte 3,Operativo,Random Forest A,Biogas_media_7d,0.051562037740039555,7,0
30,Corte 3,Operativo,Random Forest A,V-TWAS_gal,0.0492495953253119,8,0
30,Corte 3,Operativo,Random Forest A,TWAS-VS_percent,0.04756847219447735,9,0
30,Corte 3,Operativo,Random Forest A,Biogas_desv_7d,-0.04198044013129376,10,0
30,Corte 3,Operativo,Random Forest A,Biogas_lag_7,-0.052371017522155935,11,0
30,Corte 3,Operativo,Random Forest A,Biogas_actual,-0.05852260054230953,12,0
30,Corte 3,Operativo,Random Forest A,Biogas_lag_1,-0.06275980372008902,13,0
30,Corte 3,Operativo,Random Forest A,V-PS_gal,-0.070557233908945,14,0
30,Corte 3,Operativo,Random Forest A,Biogas_lag_3,-0.0881564276992826,15,0
30,Corte 3,Operativo,Random Forest A,Biogas_desv_3d,-0.11467525693354688,16,0
30,Corte 3,Operativo,Random Forest A,Dig2-pH,-0.184455395715392,17,0
30,Corte 3,Operativo,Random Forest A,V-HSW_gal,-0.3522577791732061,18,0
30,Corte 3,Operativo,Random Forest A,Dig1-T_degF,-0.5153031477728611,19,0
30,Corte 3,Operativo,Random Forest A,Dig2-T_degF,-0.8241258541775629,20,0
30,Corte 4,Operativo,Random Forest A,Dig2-pH,0.8592482555681038,1,1
30,Corte 4,Operativo,Random Forest A,Q-influent_MGD,0.3326002513018388,2,1
30,Corte 4,Operativo,Random Forest A,Biogas_lag_1,0.27358231112366127,3,1
30,Corte 4,Operativo,Random Forest A,Biogas_lag_2,0.19141378113432736,4,1
30,Corte 4,Operativo,Random Forest A,Biogas_desv_7d,0.17238592167011432,5,1
30,Corte 4,Operativo,Random Forest A,SRT,0.17007342562268946,6,0
30,Corte 4,Operativo,Random Forest A,Dig1-T_degF,0.13232355335968507,7,0
30,Corte 4,Operativo,Random Forest A,Biogas_media_3d,0.12018004495263242,8,0
30,Corte 4,Operativo,Random Forest A,Dig1-pH,0.10062497123408605,9,0
30,Corte 4,Operativo,Random Forest A,V-TWAS_gal,0.07450643553547849,10,0
30,Corte 4,Operativo,Random Forest A,BOD-influent_mgL,0.060301652111172645,11,0
30,Corte 4,Operativo,Random Forest A,Biogas_lag_7,-0.015993103300079525,12,0
30,Corte 4,Operativo,Random Forest A,Biogas_media_7d,-0.03692534688500189,13,0
30,Corte 4,Operativo,Random Forest A,Dig2-T_degF,-0.041071373015874005,14,0
30,Corte 4,Operativo,Random Forest A,TWAS-VS_percent,-0.04235263937511959,15,0
30,Corte 4,Operativo,Random Forest A,Biogas_lag_3,-0.11510942063492066,16,0
30,Corte 4,Operativo,Random Forest A,Biogas_desv_3d,-0.13733597101449108,17,0
30,Corte 4,Operativo,Random Forest A,V-HSW_gal,-0.18716257067570014,18,0
30,Corte 4,Operativo,Random Forest A,Biogas_actual,-0.2752755969634208,19,0
30,Corte 4,Operativo,Random Forest A,V-PS_gal,-0.4862949406487246,20,0
