Fecha,Year,Month,Day,V-TWAS_gal,V-PS_gal,V-HSW_gal,Dig1-T_degF,Dig2-T_degF,Dig1-pH,Dig2-pH,FOG_gal,SRT,HSW-VS_percent,HSW-COD_mgL,Dig1-alk_mgL,Dig2-alk_mgL,Dig1-VFA_mgL,Dig2-VFA_mgL,Dig1-FOS-TAC,Dig2-FOS-TAC,Q-influent_MGD,BOD-influent_mgL,TWAS-VS_percent,PS-VS_percent,Biogas,Tramo,Biogas_actual,Biogas_lag_1,Biogas_lag_2,Biogas_lag_3,Biogas_lag_7,Biogas_media_3d,Biogas_desv_3d,Biogas_media_7d,Biogas_desv_7d,Fecha_objetivo_D1,Biogas_D1,Fecha_objetivo_D3,Biogas_D3,Fecha_objetivo_D7,Biogas_D7,Fecha_objetivo_D15,Biogas_D15,Fecha_objetivo_D30,Biogas_D30,temperatura_baja_atipica,temperatura_alta_atipica,lodo_primario_atipico,tramo_observado
2020-01-01,2020,1,1,4583,15412,0,95.5,95.4,7.07,7.06,0,42.9,0.0,0.0,4399.0,4214.0,,,,,2.7,108.0,3.7,1.9,43.3,1,43.3,,,,,,,,,2020-01-02,62.8,2020-01-04,41.9,2020-01-08,50.7,2020-01-16,69.4,2020-01-31,78.9,0,0,0,1
2020-01-02,2020,1,2,7690,17232,0,95.3,95.4,7.31,7.24,7328,26.6,0.0,0.0,4285.0,4187.0,,,,,2.85,135.0,3.66,1.9,62.8,1,62.8,43.3,,,,,,,,2020-01-03,53.0,2020-01-05,32.5,2020-01-09,48.2,2020-01-17,72.7,2020-02-01,63.1,0,0,0,1
2020-01-03,2020,1,3,2516,15412,0,95.2,95.4,7.23,7.21,15537,25.6,0.0,0.0,4269.0,4084.0,,,,,2.7,184.0,3.56,2.3,53.0,1,53.0,62.8,43.3,,,53.03333333333333,9.75004273494908,,,2020-01-04,41.9,2020-01-06,57.8,2020-01-10,56.2,2020-01-18,47.2,2020-02-02,42.8,0,0,0,1
2020-01-04,2020,1,4,2429,15865,0,94.9,95.1,6.92,6.99,0,46.9,0.0,0.0,,,,,,,2.58,253.0,3.53,,41.9,1,41.9,53.0,62.8,43.3,,52.56666666666666,10.456736265839993,,,2020-01-05,32.5,2020-01-07,37.3,2020-01-11,56.7,2020-01-19,39.6,2020-02-03,49.6,0,0,0,1
2020-01-05,2020,1,5,2447,15556,0,95.7,95.7,6.98,6.98,0,47.7,0.0,0.0,,,,,,,2.69,135.7,3.49,,32.5,1,32.5,41.9,53.0,62.8,,42.46666666666667,10.26174124275862,,,2020-01-06,57.8,2020-01-08,50.7,2020-01-12,47.4,2020-01-20,60.5,2020-02-04,66.6,0,0,0,1
2020-01-06,2020,1,6,2818,15757,0,95.6,95.5,7.13,7.05,7948,32.3,0.0,0.0,,,,,,,2.81,153.0,3.47,3.26,57.8,1,57.8,32.5,41.9,53.0,,44.06666666666666,12.78840620770756,,,2020-01-07,37.3,2020-01-09,48.2,2020-01-13,84.4,2020-01-21,52.0,2020-02-05,65.3,0,0,0,1
2020-01-07,2020,1,7,3843,11511,0,95.4,95.6,7.13,7.08,0,55.9,0.0,0.0,,,,,,,2.82,401.0,3.41,2.79,37.3,1,37.3,57.8,32.5,41.9,,42.53333333333333,13.43738565842825,46.942857142857136,11.152706269908535,2020-01-08,50.7,2020-01-10,56.2,2020-01-14,87.4,2020-01-22,68.0,2020-02-06,52.0,0,0,0,1
2020-01-08,2020,1,8,2205,9881,0,95.9,95.9,7.12,7.44,15700,30.9,0.0,0.0,4323.0,4139.0,,,,,2.81,649.6,3.15,2.81,50.7,1,50.7,37.3,57.8,32.5,43.3,48.599999999999994,10.410091258005382,48.0,11.10045044131093,2020-01-09,48.2,2020-01-11,56.7,2020-01-15,82.3,2020-01-23,73.5,2020-02-07,60.3,0,0,0,1
2020-01-09,2020,1,9,2917,10708,0,95.7,95.1,7.16,7.16,2500,53.2,0.0,0.0,4529.0,4502.0,,,,,2.91,549.0,3.44,2.41,48.2,1,48.2,50.7,37.3,57.8,62.8,45.400000000000006,7.125307010929423,45.91428571428572,9.035749105899406,2020-01-10,56.2,2020-01-12,47.4,2020-01-16,69.4,2020-01-24,87.8,2020-02-08,53.7,0,0,0,1
2020-01-10,2020,1,10,3350,9600,0,95.6,95.8,7.2,7.08,12300,34.0,0.0,0.0,4545.0,4518.0,,,,,3.29,663.0,3.63,2.72,56.2,1,56.2,48.2,50.7,37.3,53.0,51.699999999999996,4.0926763859362385,46.37142857142857,9.521854561256138,2020-01-11,56.7,2020-01-13,84.4,2020-01-17,72.7,2020-01-25,55.4,2020-02-09,43.1,0,0,0,1
2020-01-11,2020,1,11,3216,18326,0,95.7,95.7,7.11,7.08,0,39.8,0.0,0.0,4769.0,4223.0,,,,,3.18,672.0,3.94,,56.7,1,56.7,56.2,48.2,50.7,41.9,53.70000000000001,4.769696007084745,48.48571428571428,9.994903463170383,2020-01-12,47.4,2020-01-14,87.4,2020-01-18,47.2,2020-01-26,42.3,2020-02-10,50.4,0,0,0,1
2020-01-12,2020,1,12,3730,10591,0,95.9,95.8,7.12,7.18,0,59.9,0.0,0.0,4730.0,4240.0,,,,,2.81,558.0,4.5,,47.4,1,47.4,56.7,56.2,48.2,32.5,53.43333333333334,5.230997355508173,50.614285714285714,7.22620891187733,2020-01-13,84.4,2020-01-15,82.3,2020-01-19,39.6,2020-01-27,35.5,2020-02-11,45.4,0,0,0,1
2020-01-13,2020,1,13,4702,10180,0,95.5,95.6,7.2,7.16,13000,30.8,0.0,0.0,4862.0,4422.0,,,,,2.99,339.0,3.16,2.92,84.4,1,84.4,47.4,56.7,56.2,57.8,62.833333333333336,19.24742407007582,54.41428571428571,14.731307768539384,2020-01-14,87.4,2020-01-16,69.4,2020-01-20,60.5,2020-01-28,74.2,2020-02-12,69.4,0,0,0,1
2020-01-14,2020,1,14,5037,19700,0,95.6,95.4,7.18,7.11,15250,21.5,0.0,0.0,4769.0,4350.0,,,,,3.12,461.0,3.64,2.86,87.4,1,87.4,84.4,47.4,56.7,37.3,73.06666666666666,22.278539748675957,61.57142857142858,17.02279983685747,2020-01-15,82.3,2020-01-17,72.7,2020-01-21,52.0,2020-01-29,77.6,2020-02-13,55.3,0,0,0,1
2020-01-15,2020,1,15,6425,12269,0,95.5,95.4,7.06,7.02,9000,31.0,0.0,0.0,4774.0,4372.0,,,,,3.03,841.0,3.46,3.1,82.3,1,82.3,87.4,84.4,47.4,50.7,84.7,2.5632011235956176,66.08571428571429,17.83016438243805,2020-01-16,69.4,2020-01-18,47.2,2020-01-22,68.0,2020-01-30,52.5,2020-02-14,70.7,0,0,0,1
2020-01-16,2020,1,16,8938,15977,0,95.7,95.3,7.23,7.23,2400,31.4,0.0,0.0,4840.0,4444.0,,,,,2.92,636.0,3.37,2.9,69.4,1,69.4,82.3,87.4,84.4,48.2,79.7,9.277391874875265,69.11428571428571,15.991500718759822,2020-01-17,72.7,2020-01-19,39.6,2020-01-23,73.5,2020-01-31,78.9,2020-02-15,52.1,0,0,0,1
2020-01-17,2020,1,17,7398,10896,0,95.3,95.8,7.06,7.04,4000,38.5,0.0,0.0,4868.0,4570.0,,,,,2.9,500.0,3.13,3.18,72.7,1,72.7,69.4,82.3,87.4,56.2,74.8,6.701492371106703,71.47142857142858,14.953005749760871,2020-01-18,47.2,2020-01-20,60.5,2020-01-24,87.8,2020-02-01,63.1,2020-02-16,46.8,0,0,0,1
2020-01-18,2020,1,18,6644,12617,0,95.4,95.7,6.96,7.02,0,44.5,0.0,0.0,4364.0,4499.0,,,,,3.05,398.0,3.7,,47.2,1,47.2,72.7,69.4,82.3,56.7,63.1,13.868309197591495,70.11428571428573,16.830372205374104,2020-01-19,39.6,2020-01-21,52.0,2020-01-25,55.4,2020-02-02,42.8,2020-02-17,45.5,0,0,0,1
2020-01-19,2020,1,19,6698,11836,0,95.4,95.4,6.56,6.55,0,46.3,0.0,0.0,4533.0,4403.0,,,,,2.73,669.0,2.9,,39.6,1,39.6,47.2,72.7,69.4,47.4,53.166666666666664,17.337916060857303,69.0,18.735260873550722,2020-01-20,60.5,2020-01-22,68.0,2020-01-26,42.3,2020-02-03,49.6,2020-02-18,79.3,0,0,0,1
2020-01-20,2020,1,20,5590,15139,0,95.5,95.8,6.53,6.62,9500,28.4,0.0,0.0,4652.0,4381.0,,,,,2.8,364.0,2.81,2.62,60.5,1,60.5,39.6,47.2,72.7,84.4,49.1,10.57875228937704,65.58571428571429,17.604680113673247,2020-01-21,52.0,2020-01-23,73.5,2020-01-27,35.5,2020-02-04,66.6,2020-02-19,73.5,0,0,0,1
2020-01-21,2020,1,21,6182,9811,0,95.3,95.2,7.18,7.13,15000,27.7,0.0,0.0,4685.0,4403.0,,,,,2.9,304.0,2.63,2.88,52.0,1,52.0,60.5,39.6,47.2,87.4,50.699999999999996,10.510470969466594,60.528571428571425,15.216407184977921,2020-01-22,68.0,2020-01-24,87.8,2020-01-28,74.2,2020-02-05,65.3,2020-02-20,73.0,0,0,0,1
2020-01-22,2020,1,22,6203,9983,0,95.6,95.8,7.09,7.05,6500,37.8,0.0,0.0,4719.0,4477.0,,,,,2.95,705.0,2.94,2.73,68.0,1,68.0,52.0,60.5,39.6,82.3,60.166666666666664,8.00520663901524,58.48571428571428,12.528956936024718,2020-01-23,73.5,2020-01-25,55.4,2020-01-29,77.6,2020-02-06,52.0,2020-02-21,94.4,0,0,0,1
2020-01-23,2020,1,23,9172,7615,0,95.5,95.3,7.22,7.08,8044,34.6,0.0,0.0,5210.0,4539.0,,,,,2.92,450.0,2.89,,73.5,1,73.5,68.0,52.0,60.5,69.4,64.5,11.16915395184436,59.07142857142857,13.201983977886846,2020-01-24,87.8,2020-01-26,42.3,2020-01-30,52.5,2020-02-07,60.3,2020-02-22,63.5,0,0,0,1
2020-01-24,2020,1,24,7577,8486,0,95.3,95.1,7.16,7.05,7300,36.7,0.0,0.0,4697.0,4443.0,,,,,3.11,423.0,2.99,2.26,87.8,1,87.8,73.5,68.0,52.0,72.7,76.43333333333334,10.220730567495382,61.228571428571435,16.597059406785924,2020-01-25,55.4,2020-01-27,35.5,2020-01-31,78.9,2020-02-08,53.7,2020-02-23,52.5,0,0,0,1
2020-01-25,2020,1,25,7734,5573,0,95.4,95.8,7.27,7.22,0,64.5,0.0,0.0,,,,,,,3.06,346.0,3.27,,55.4,1,55.4,87.8,73.5,68.0,47.2,72.23333333333333,16.23709744176385,62.39999999999999,15.707429240118625,2020-01-26,42.3,2020-01-28,74.2,2020-02-01,63.1,2020-02-09,43.1,2020-02-24,74.3,0,0,0,1
2020-01-26,2020,1,26,8476,5628,0,95.2,95.2,7.19,7.28,0,60.8,0.0,0.0,,,,,,,2.86,476.0,3.32,,42.3,1,42.3,55.4,87.8,73.5,39.6,61.833333333333336,23.422282837787897,62.785714285714285,15.074639694027919,2020-01-27,35.5,2020-01-29,77.6,2020-02-02,42.8,2020-02-10,50.4,2020-02-25,58.9,0,0,0,1
2020-01-27,2020,1,27,13378,9082,0,95.8,95.7,7.27,7.26,13450,23.9,0.0,0.0,,,,,,,2.83,232.0,3.34,2.64,35.5,1,35.5,42.3,55.4,87.8,60.5,44.4,10.114840582035832,59.214285714285715,18.31879076899169,2020-01-28,74.2,2020-01-30,52.5,2020-02-03,49.6,2020-02-11,45.4,2020-02-26,62.4,0,0,0,1
2020-01-28,2020,1,28,6964,16947,0,95.3,95.3,7.25,7.27,11000,24.6,0.0,0.0,,,,,,,2.8,422.0,3.2,2.47,74.2,1,74.2,35.5,42.3,55.4,52.0,50.666666666666664,20.662123156474816,62.385714285714286,18.77759556594229,2020-01-29,77.6,2020-01-31,78.9,2020-02-04,66.6,2020-02-12,69.4,2020-02-27,52.4,0,0,0,1
2020-01-29,2020,1,29,6818,9546,0,95.6,95.8,7.17,7.19,7734,35.6,0.0,0.0,4279.0,4110.0,,,,,2.94,446.0,3.39,2.84,77.6,1,77.6,74.2,35.5,42.3,68.0,62.43333333333334,23.38681964982271,63.75714285714285,19.589015386423185,2020-01-30,52.5,2020-02-01,63.1,2020-02-05,65.3,2020-02-13,55.3,2020-02-28,76.4,0,0,0,1
2020-01-30,2020,1,30,11564,9062,0,95.7,95.2,7.2,7.11,12000,26.3,0.0,0.0,4343.0,4147.0,,,,,2.8,704.0,3.41,1.97,52.5,1,52.5,77.6,74.2,35.5,73.5,68.10000000000001,13.616534067081854,60.75714285714285,19.45583521233473,2020-01-31,78.9,2020-02-02,42.8,2020-02-06,52.0,2020-02-14,70.7,2020-02-29,68.4,0,0,0,1
2020-01-31,2020,1,31,8818,7762,0,95.7,95.5,7.1,7.05,10918,31.2,0.0,0.0,4352.0,4124.0,,,,,2.83,516.0,3.28,1.75,78.9,1,78.9,52.5,77.6,74.2,87.8,69.66666666666667,14.880972190463035,59.48571428571428,17.595968152906373,2020-02-01,63.1,2020-02-03,49.6,2020-02-07,60.3,2020-02-15,52.1,2020-03-01,52.4,0,0,0,1
2020-02-01,2020,2,1,6325,9339,0,95.4,95.3,7.09,7.02,0,54.8,0.0,0.0,4360.0,4318.0,,,,,3.1,540.0,,2.95,63.1,1,63.1,78.9,52.5,77.6,55.4,64.83333333333333,13.28507934990732,60.58571428571429,17.538569741328075,2020-02-02,42.8,2020-02-04,66.6,2020-02-08,53.7,2020-02-16,46.8,2020-03-02,79.3,0,0,0,1
2020-02-02,2020,2,2,6375,9303,0,95.3,95.5,7.04,7.01,0,54.7,0.0,0.0,4454.0,4346.0,,,,,3.69,431.0,3.5,,42.8,1,42.8,63.1,78.9,52.5,42.3,61.6,18.09668477926276,60.65714285714285,17.452493340767212,2020-02-03,49.6,2020-02-05,65.3,2020-02-09,43.1,2020-02-17,45.5,2020-03-03,66.5,0,0,0,1
2020-02-03,2020,2,3,8063,9410,0,95.9,95.6,7.18,7.13,11124,30.0,0.0,0.0,4585.0,4393.0,,,,,3.61,369.0,3.35,3.2,49.6,1,49.6,42.8,63.1,78.9,35.5,51.833333333333336,10.332634384963646,62.67142857142857,14.654432126574584,2020-02-04,66.6,2020-02-06,52.0,2020-02-10,50.4,2020-02-18,79.3,2020-03-04,75.2,0,0,0,1
2020-02-04,2020,2,4,9236,9261,0,95.6,95.3,7.3,7.26,16412,24.6,0.0,0.0,4655.0,4407.0,,,,,3.46,290.0,3.21,3.8,66.6,1,66.6,49.6,42.8,63.1,74.2,53.0,12.25887433657755,61.58571428571429,13.92113843182717,2020-02-05,65.3,2020-02-07,60.3,2020-02-11,45.4,2020-02-19,73.5,2020-03-05,74.7,0,0,0,1
2020-02-05,2020,2,5,6998,9830,0,95.6,95.8,7.09,7.12,14423,27.5,0.0,0.0,4510.0,4482.0,,,,,3.35,458.0,3.2,3.26,65.3,1,65.3,66.6,49.6,42.8,77.6,60.5,9.462029380635009,59.82857142857142,12.237335533210695,2020-02-06,52.0,2020-02-08,53.7,2020-02-12,69.4,2020-02-20,73.0,2020-03-06,50.8,0,0,0,1
2020-02-06,2020,2,6,10537,9935,0,95.3,95.2,7.1,7.07,8500,29.6,0.0,0.0,4669.0,4346.0,,,,,3.27,542.0,3.32,2.99,52.0,1,52.0,65.3,66.6,49.6,52.5,61.29999999999999,8.080222769206316,59.75714285714285,12.288593239648057,2020-02-07,60.3,2020-02-09,43.1,2020-02-13,55.3,2020-02-21,94.4,2020-03-07,76.1,0,0,0,1
2020-02-07,2020,2,7,13361,11237,0,95.9,95.8,7.26,7.26,10349,24.6,0.0,0.0,4613.0,4426.0,,,,,3.18,585.0,3.9,3.9,60.3,1,60.3,52.0,65.3,66.6,78.9,59.199999999999996,6.717886572427378,57.1,9.04138632437894,2020-02-08,53.7,2020-02-10,50.4,2020-02-14,70.7,2020-02-22,63.5,2020-03-08,55.5,0,0,0,1
2020-02-08,2020,2,8,12428,9746,0,95.5,95.7,7.17,7.12,0,38.7,0.0,0.0,4471.0,4392.0,,,,,3.04,601.0,2.34,,53.7,1,53.7,60.3,52.0,65.3,63.1,55.333333333333336,4.384442191811078,55.75714285714285,8.693073323602164,2020-02-09,43.1,2020-02-11,45.4,2020-02-15,52.1,2020-02-23,52.5,2020-03-09,66.8,0,0,0,1
2020-02-09,2020,2,9,12169,8532,0,95.7,95.4,7.12,7.08,0,41.4,0.0,0.0,4504.0,4326.0,,,,,2.94,382.0,3.48,,43.1,1,43.1,53.7,60.3,52.0,42.8,52.36666666666667,8.677173118783147,55.800000000000004,8.618971322998263,2020-02-10,50.4,2020-02-12,69.4,2020-02-16,46.8,2020-02-24,74.3,2020-03-10,74.0,0,0,0,1
2020-02-10,2020,2,10,11280,10939,0,95.6,95.4,7.09,7.05,5000,31.5,0.0,0.0,4790.0,4420.0,,,,,2.99,145.0,3.51,2.21,50.4,1,50.4,43.1,53.7,60.3,49.6,49.06666666666666,5.424327915358051,55.91428571428571,8.527881442935383,2020-02-11,45.4,2020-02-13,55.3,2020-02-17,45.5,2020-02-25,58.9,2020-03-11,90.8,0,0,0,1
2020-02-11,2020,2,11,11749,10792,0,95.8,95.0,7.16,7.13,5000,31.2,0.0,0.0,4748.0,4612.0,,,,,2.97,178.0,3.5,2.46,45.4,1,45.4,50.4,43.1,53.7,66.6,46.300000000000004,3.7322915213041763,52.885714285714286,7.836969773968432,2020-02-12,69.4,2020-02-14,70.7,2020-02-18,79.3,2020-02-26,62.4,2020-03-12,87.7,0,0,0,1
2020-02-12,2020,2,12,12009,9752,0,95.3,95.5,7.24,7.17,9550,27.4,0.0,0.0,4739.0,4650.0,,,,,3.1,502.0,3.55,2.54,69.4,1,69.4,45.4,50.4,43.1,65.3,55.06666666666667,12.662279942148386,53.471428571428575,8.98808735414348,2020-02-13,55.3,2020-02-15,52.1,2020-02-19,73.5,2020-02-27,52.4,2020-03-13,69.8,0,0,0,1
2020-02-13,2020,2,13,15963,10618,0,95.9,95.7,7.22,7.26,0,32.3,0.0,0.0,4617.0,4701.0,,,,,2.92,813.0,3.55,2.37,55.3,1,55.3,69.4,45.4,50.4,52.0,56.70000000000001,12.06109447769978,53.94285714285714,8.984589981899944,2020-02-14,70.7,2020-02-16,46.8,2020-02-20,73.0,2020-02-28,76.4,2020-03-14,51.4,0,0,0,1
2020-02-14,2020,2,14,12506,10263,0,95.6,95.2,7.31,7.29,12900,24.1,0.0,0.0,4917.0,4678.0,,,,,2.97,624.0,3.56,2.58,70.7,1,70.7,55.3,69.4,45.4,60.3,65.13333333333334,8.5406869356823,55.42857142857143,10.872551722221454,2020-02-15,52.1,2020-02-17,45.5,2020-02-21,94.4,2020-02-29,68.4,2020-03-15,49.3,0,0,0,1
2020-02-15,2020,2,15,11998,6817,0,95.5,95.5,7.21,7.19,0,45.6,0.0,0.0,4701.0,4767.0,,,,,3.02,665.0,3.78,,52.1,1,52.1,70.7,55.3,69.4,53.7,59.36666666666667,9.944512724781122,55.2,10.931605554537711,2020-02-16,46.8,2020-02-18,79.3,2020-02-22,63.5,2020-03-01,52.4,2020-03-16,55.7,0,0,0,1
2020-02-16,2020,2,16,11537,9533,0,95.3,95.5,7.13,7.16,0,40.7,0.0,0.0,4894.0,4960.0,,,,,2.83,659.0,3.93,,46.8,1,46.8,52.1,70.7,55.3,43.1,56.53333333333333,12.55162672060213,55.72857142857142,10.321452463310614,2020-02-17,45.5,2020-02-19,73.5,2020-02-23,52.5,2020-03-02,79.3,2020-03-17,58.8,0,0,0,1
2020-02-17,2020,2,17,11292,12499,0,95.6,95.5,7.19,7.17,0,36.1,0.0,0.0,5064.0,5088.0,,,,,2.96,478.0,3.83,,45.5,1,45.5,46.8,52.1,70.7,50.4,48.13333333333333,3.4961884007204724,55.028571428571425,10.89337937858193,2020-02-18,79.3,2020-02-20,73.0,2020-02-24,74.3,2020-03-03,66.5,2020-03-18,54.1,0,0,0,1
2020-02-18,2020,2,18,11140,11159,0,95.7,95.4,7.3,7.23,11000,25.8,0.0,0.0,5111.0,4965.0,,,,,2.96,210.0,3.69,2.47,79.3,1,79.3,45.5,46.8,52.1,45.4,57.199999999999996,19.150195821453103,59.87142857142857,13.192259635320793,2020-02-19,73.5,2020-02-21,94.4,2020-02-25,58.9,2020-03-04,75.2,2020-03-19,54.0,0,0,0,1
2020-02-19,2020,2,19,10486,11252,0,95.8,95.3,7.41,7.42,5875,31.1,0.0,0.0,5050.0,5154.0,,,,,2.84,406.0,3.66,2.68,73.5,1,73.5,79.3,45.5,46.8,69.4,66.1,18.074291134094327,60.457142857142856,13.764429657981614,2020-02-20,73.0,2020-02-22,63.5,2020-02-26,62.4,2020-03-05,74.7,2020-03-20,53.9,0,0,0,1
2020-02-20,2020,2,20,12412,12980,0,95.3,95.5,7.38,7.29,2000,31.3,0.0,0.0,4894.0,5064.0,,,,,2.79,375.0,3.66,2.69,73.0,1,73.0,73.5,79.3,45.5,55.3,75.26666666666667,3.50190424388432,62.98571428571428,14.275436779240605,2020-02-21,94.4,2020-02-23,52.5,2020-02-27,52.4,2020-03-06,50.8,2020-03-21,51.8,0,0,0,1
2020-02-21,2020,2,21,14807,12577,0,95.7,95.4,7.43,7.34,5000,26.5,0.0,0.0,5012.0,5135.0,,,,,2.87,410.0,3.69,2.96,94.4,1,94.4,73.0,73.5,79.3,70.7,80.3,12.213517101965438,66.37142857142858,18.57343212635676,2020-02-22,63.5,2020-02-24,74.3,2020-02-28,76.4,2020-03-07,76.1,2020-03-22,46.9,0,0,0,1
2020-02-22,2020,2,22,10483,10262,0,95.6,95.8,7.29,7.23,0,41.4,0.0,0.0,5206.0,4977.0,,,,,2.88,549.0,3.8,,63.5,1,63.5,94.4,73.0,73.5,52.1,76.96666666666667,15.827297094998102,68.0,17.58711649664797,2020-02-23,52.5,2020-02-25,58.9,2020-02-29,68.4,2020-03-08,55.5,2020-03-23,70.9,0,0,0,1
2020-02-23,2020,2,23,12027,9883,0,95.9,95.7,7.22,7.21,0,39.2,0.0,0.0,5065.0,5196.0,,,,,2.9,818.0,3.95,,52.5,1,52.5,63.5,94.4,73.0,46.8,70.13333333333334,21.723336146488524,68.81428571428572,16.54291676936373,2020-02-24,74.3,2020-02-26,62.4,2020-03-01,52.4,2020-03-09,66.8,2020-03-24,73.4,0,0,0,1
2020-02-24,2020,2,24,12028,8948,0,95.7,95.4,7.23,7.26,16600,22.8,0.0,0.0,5327.0,5235.0,,,,,2.76,649.0,3.79,2.86,74.3,1,74.3,52.5,63.5,94.4,45.5,63.43333333333334,10.900152904126355,72.92857142857143,12.974682306414353,2020-02-25,58.9,2020-02-27,52.4,2020-03-02,79.3,2020-03-10,74.0,2020-03-25,80.7,0,0,0,1
2020-02-25,2020,2,25,11853,8513,0,95.6,95.6,7.3,7.26,3200,36.4,0.0,0.0,5220.0,4948.0,,,,,2.73,651.0,3.91,2.38,58.9,1,58.9,74.3,52.5,63.5,79.3,61.9,11.205355862265186,70.01428571428572,13.581903225914097,2020-02-26,62.4,2020-02-28,76.4,2020-03-03,66.5,2020-03-11,90.8,2020-03-26,64.2,0,0,0,1
2020-02-26,2020,2,26,11771,7570,0,95.3,95.7,7.3,7.29,12375,27.1,0.0,0.0,5293.0,5186.0,,,,,2.73,931.0,3.97,2.69,62.4,1,62.4,58.9,74.3,52.5,73.5,65.2,8.072793816269618,68.42857142857143,13.753995090604814,2020-02-27,52.4,2020-02-29,68.4,2020-03-04,75.2,2020-03-12,87.7,2020-03-27,38.0,0,0,0,1
2020-02-27,2020,2,27,15590,11929,0,95.6,95.6,7.22,7.22,0,31.2,0.0,0.0,4768.0,5045.0,,,,,2.73,417.0,3.98,2.86,52.4,1,52.4,62.4,58.9,74.3,73.0,57.9,5.074445782546158,65.48571428571428,14.77852367135371,2020-02-28,76.4,2020-03-01,52.4,2020-03-05,74.7,2020-03-13,69.8,2020-03-28,37.0,0,0,0,1
2020-02-28,2020,2,28,11571,12948,0,95.7,95.7,7.34,7.28,10500,24.5,0.0,0.0,5308.0,5434.0,,,,,2.67,930.0,4.7,2.51,76.4,1,76.4,52.4,62.4,58.9,94.4,63.73333333333333,12.055427546683458,62.91428571428572,9.550118423598823,2020-02-29,68.4,2020-03-02,79.3,2020-03-06,50.8,2020-03-14,51.4,2020-03-29,31.8,0,0,0,1
2020-02-29,2020,2,29,11647,15114,0,95.2,95.5,7.13,7.14,0,32.1,0.0,0.0,,,,,,,2.65,530.0,4.2,,68.4,1,68.4,76.4,52.4,62.4,63.5,65.73333333333333,12.220201853215618,63.61428571428571,9.777086916430088,2020-03-01,52.4,2020-03-03,66.5,2020-03-07,76.1,2020-03-15,49.3,2020-03-30,43.2,0,0,0,1
2020-03-01,2020,3,1,11352,16376,0,95.1,95.8,7.21,7.15,0,30.9,0.0,0.0,5232.0,5035.0,,,,,2.8,520.0,4.4,,52.4,1,52.4,68.4,76.4,52.4,52.5,65.73333333333333,12.220201853215618,63.6,9.796087654432927,2020-03-02,79.3,2020-03-04,75.2,2020-03-08,55.5,2020-03-16,55.7,2020-03-31,52.2,0,0,0,1
2020-03-02,2020,3,2,11024,22393,0,95.2,95.4,7.17,7.17,9580,20.0,0.0,0.0,5261.0,5194.0,,,,,2.61,450.0,4.4,2.67,79.3,1,79.3,52.4,68.4,76.4,74.3,66.7,13.530336285547413,64.31428571428572,10.833655672860163,2020-03-03,66.5,2020-03-05,74.7,2020-03-09,66.8,2020-03-17,58.8,2020-04-01,63.2,0,0,0,1
2020-03-03,2020,3,3,10162,13410,0,95.7,95.3,7.29,7.15,3500,31.7,0.0,0.0,5246.0,5074.0,,,,,2.78,442.96,3.95,1.99,66.5,1,66.5,79.3,52.4,68.4,58.9,66.06666666666666,13.455234421344516,65.39999999999999,10.578437187663088,2020-03-04,75.2,2020-03-06,50.8,2020-03-10,74.0,2020-03-18,54.1,2020-04-02,69.1,0,0,0,1
2020-03-04,2020,3,4,10097,23107,0,95.7,95.8,7.3,7.26,13080,18.5,0.0,0.0,5160.0,5290.0,,,,,2.6,461.0,3.96,2.3,75.2,1,75.2,66.5,79.3,52.4,62.4,73.66666666666667,6.5363088462323,67.22857142857143,11.068380532808211,2020-03-05,74.7,2020-03-07,76.1,2020-03-11,90.8,2020-03-19,54.0,2020-04-03,55.9,0,0,0,1
2020-03-05,2020,3,5,13374,15694,0,95.6,95.4,7.26,7.24,2500,27.2,0.0,0.0,4949.0,5179.0,,,,,2.75,555.0,3.93,2.54,74.7,1,74.7,75.2,66.5,79.3,52.4,72.13333333333334,4.885011088353292,70.41428571428573,9.128239803202055,2020-03-06,50.8,2020-03-08,55.5,2020-03-12,87.7,2020-03-20,53.9,2020-04-04,47.3,0,0,0,1
2020-03-06,2020,3,6,9034,13060,0,95.5,95.8,7.31,7.31,7300,29.2,0.0,0.0,5088.0,4997.0,,,,,2.72,1000.0,4.4,2.29,50.8,1,50.8,74.7,75.2,66.5,76.4,66.89999999999999,13.945250087395392,66.75714285714285,11.219158783506183,2020-03-07,76.1,2020-03-09,66.8,2020-03-13,69.8,2020-03-21,51.8,2020-04-05,41.4,0,0,0,1
2020-03-07,2020,3,7,10473,15946,0,95.4,95.5,7.37,7.38,0,32.5,0.0,0.0,5091.0,5148.0,,,,,2.64,760.0,4.17,,76.1,1,76.1,50.8,74.7,75.2,68.4,67.2,14.220056258679188,67.85714285714285,11.770989358426533,2020-03-08,55.5,2020-03-10,74.0,2020-03-14,51.4,2020-03-22,46.9,2020-04-06,60.4,0,0,0,1
2020-03-08,2020,3,8,9649,13998,0,95.2,95.4,7.47,7.27,0,36.3,0.0,0.0,4924.0,4976.0,,,,,2.5,411.0,4.4,,55.5,1,55.5,76.1,50.8,74.7,52.4,60.79999999999999,13.456968455042201,68.3,11.133582831535717,2020-03-09,66.8,2020-03-11,90.8,2020-03-15,49.3,2020-03-23,70.9,2020-04-07,64.9,0,0,0,1
